Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change_Over_Semester,Percentage_Of_AI_Usage,Weekly_Study_Hours
118461,STEM,Senior,3.072,Debugging/Troubleshooting,Advanced,3,FALSE,4,Allowed_With_Citation,7,3.415,77.06,High,-0.343,0.773,9.4
118462,Arts,Sophomore,3.325,Copywriting/Drafting,Advanced,5,TRUE,5,Allowed_With_Citation,5,3.61,81.74,Medium,-0.285,0.388,25.34
118463,Business,Sophomore,1.973,Ideation,Beginner,2,TRUE,5,Actively_Encouraged,2,2.207,65.28,High,-0.234,0.601,29.75
118464,STEM,Graduate,3.432,Ideation,Beginner,2,FALSE,2,Strict_Ban,4,3.316,80.48,High,0.116,0.79,6.51
118465,Humanities,Sophomore,3.334,Debugging/Troubleshooting,Intermediate,2,FALSE,1,Actively_Encouraged,5,3.688,81.82,High,-0.354,0.027,9.58
118466,Arts,Senior,2.89,Copywriting/Drafting,Intermediate,2,FALSE,1,Allowed_With_Citation,2,3.092,58.14,Medium,-0.202,0.08,11.49
118467,Business,Sophomore,3.757,Debugging/Troubleshooting,Intermediate,2,TRUE,3,Allowed_With_Citation,2,4,63.81,Medium,-0.243,0.157,18.14
118468,STEM,Junior,2.907,Debugging/Troubleshooting,Advanced,3,TRUE,4,Strict_Ban,7,3.23,97.6,Medium,-0.323,0.045,16.46
118469,Humanities,Freshman,3.653,Ideation,Beginner,1,TRUE,1,Allowed_With_Citation,3,3.802,73.39,Low,-0.149,0.164,14.07
118470,STEM,Freshman,3.904,Debugging/Troubleshooting,Intermediate,3,TRUE,4,Strict_Ban,5,3.81,90.18,Medium,0.094,0.482,20.48
118471,Business,Freshman,3.479,Debugging/Troubleshooting,Intermediate,3,FALSE,3,Allowed_With_Citation,5,3.471,65.33,Low,0.008,0.458,11.81
118472,Arts,Senior,3.41,Summarizing_Reading,Advanced,3,FALSE,3,Actively_Encouraged,3,3.757,79.87,Medium,-0.347,0.376,16.01
118473,Humanities,Graduate,2.917,Copywriting/Drafting,Intermediate,3,FALSE,1,Allowed_With_Citation,4,2.896,48.97,High,0.021,0.773,12.28
118474,Humanities,Freshman,3.676,Summarizing_Reading,Intermediate,4,TRUE,2,Allowed_With_Citation,4,3.823,67.21,Low,-0.147,0.093,19.99
118475,Medical,Freshman,3.222,Summarizing_Reading,Advanced,3,FALSE,1,Actively_Encouraged,4,3.553,100,Medium,-0.331,0.152,27.12
118476,Business,Junior,2.949,Ideation,Beginner,1,TRUE,3,Strict_Ban,1,2.995,70.48,Low,-0.046,0.423,20.24
118477,Business,Junior,3.27,Copywriting/Drafting,Intermediate,2,FALSE,3,Strict_Ban,4,3.566,72.38,Low,-0.296,0.024,18.03
118478,STEM,Senior,3.327,Direct_Answer_Generation,Intermediate,3,TRUE,7,Actively_Encouraged,3,3.247,73.94,High,0.08,0.726,27.44
118479,Business,Senior,3.441,Summarizing_Reading,Beginner,2,FALSE,2,Allowed_With_Citation,4,3.703,77.21,Medium,-0.262,0.436,25.39
118480,Business,Senior,3.482,Copywriting/Drafting,Beginner,2,FALSE,2,Allowed_With_Citation,7,3.543,96.91,High,-0.061,0.469,14.72
118481,Humanities,Freshman,2.834,Summarizing_Reading,Advanced,3,TRUE,1,Actively_Encouraged,1,2.984,84.62,Low,-0.15,0.098,23.9
118482,Medical,Freshman,2.909,Direct_Answer_Generation,Intermediate,4,TRUE,2,Allowed_With_Citation,4,3.15,62.26,Medium,-0.241,0.431,32.03
118483,Medical,Graduate,2.84,Debugging/Troubleshooting,Advanced,3,TRUE,5,Allowed_With_Citation,5,3.37,96,High,-0.53,0.331,21.08
118484,Business,Junior,3.904,Ideation,Intermediate,4,FALSE,3,Allowed_With_Citation,2,4,69.24,Medium,-0.096,0.295,18.45
118485,Business,Graduate,3.066,Debugging/Troubleshooting,Intermediate,4,TRUE,4,Actively_Encouraged,3,3.565,83.23,Medium,-0.499,0.446,29.11
118486,Humanities,Junior,3.76,Copywriting/Drafting,Intermediate,3,FALSE,2,Allowed_With_Citation,8,4,99.03,High,-0.24,0.333,25.25
118487,STEM,Junior,3.647,Direct_Answer_Generation,Beginner,2,FALSE,1,Strict_Ban,5,3.768,79.36,Low,-0.121,0.7,3.33
118488,Humanities,Junior,3.338,Copywriting/Drafting,Beginner,3,FALSE,5,Allowed_With_Citation,4,3.777,60.03,High,-0.439,0.479,23.08
118489,Arts,Freshman,2.494,Ideation,Advanced,5,FALSE,1,Allowed_With_Citation,2,2.78,83.87,Low,-0.286,0.15,14.3
118490,Humanities,Sophomore,3.245,Ideation,Beginner,1,FALSE,1,Actively_Encouraged,1,3.332,51.49,Medium,-0.087,0.11,13.84
118491,Medical,Graduate,2.843,Summarizing_Reading,Advanced,5,TRUE,2,Allowed_With_Citation,2,3.288,91.65,Medium,-0.445,0.224,20.38
118492,STEM,Freshman,3.486,Summarizing_Reading,Beginner,2,FALSE,4,Actively_Encouraged,1,3.595,48.36,Medium,-0.109,0.385,14.06
118493,Business,Sophomore,3.632,Debugging/Troubleshooting,Beginner,1,TRUE,4,Strict_Ban,8,3.856,59.49,Medium,-0.224,0.537,26.53
118494,Business,Junior,2.918,Direct_Answer_Generation,Intermediate,2,FALSE,4,Allowed_With_Citation,7,3.291,84.34,High,-0.373,0.581,22.96
118495,Business,Senior,2.596,Summarizing_Reading,Beginner,3,TRUE,6,Actively_Encouraged,5,2.887,65.81,Medium,-0.291,0.585,18.07
118496,Medical,Freshman,3.689,Copywriting/Drafting,Beginner,2,TRUE,1,Allowed_With_Citation,6,3.798,55.05,Medium,-0.109,0.359,6.94
118497,Medical,Junior,3.064,Ideation,Intermediate,3,FALSE,4,Actively_Encouraged,3,3.226,98.56,High,-0.162,0.192,27.92
118498,STEM,Sophomore,3.515,Debugging/Troubleshooting,Intermediate,3,FALSE,2,Allowed_With_Citation,2,3.75,94.26,Low,-0.235,0.293,7.99
118499,STEM,Graduate,3.318,Copywriting/Drafting,Intermediate,3,FALSE,2,Allowed_With_Citation,4,3.757,70.98,High,-0.439,0.375,27.13
118500,STEM,Senior,3.525,Debugging/Troubleshooting,Intermediate,3,TRUE,5,Actively_Encouraged,4,3.72,78.7,Low,-0.195,0.621,17.9
118501,Business,Graduate,3.079,Copywriting/Drafting,Advanced,5,FALSE,9,Allowed_With_Citation,5,3.048,61.37,High,0.031,0.802,37
118502,Humanities,Senior,3.109,Ideation,Intermediate,4,FALSE,3,Allowed_With_Citation,4,3.19,71.83,Low,-0.081,0.33,12.25
118503,Business,Senior,3.816,Ideation,Intermediate,3,FALSE,5,Allowed_With_Citation,4,4,66.61,Medium,-0.184,0.353,21.12
118504,Humanities,Graduate,3.385,Copywriting/Drafting,Beginner,2,FALSE,2,Allowed_With_Citation,5,3.748,63.52,Medium,-0.363,0.195,14.55
118505,Business,Freshman,3.61,Copywriting/Drafting,Intermediate,1,TRUE,6,Strict_Ban,4,3.607,65.83,Low,0.003,0.457,20.32
118506,Arts,Sophomore,3.49,Debugging/Troubleshooting,Intermediate,1,FALSE,2,Strict_Ban,3,3.71,68.18,Medium,-0.22,0.12,7.99
118507,Business,Senior,3.722,Copywriting/Drafting,Advanced,5,TRUE,3,Allowed_With_Citation,3,3.864,83.05,Low,-0.142,0.086,2.1
118508,Business,Graduate,3.544,Ideation,Advanced,3,TRUE,2,Actively_Encouraged,4,4,93.35,High,-0.456,0.339,28.44
118509,STEM,Senior,3.3,Debugging/Troubleshooting,Intermediate,5,TRUE,5,Allowed_With_Citation,5,3.563,62.46,Medium,-0.263,0.699,36.43
118510,Humanities,Freshman,3.668,Copywriting/Drafting,Intermediate,5,FALSE,3,Allowed_With_Citation,4,3.699,90.87,Medium,-0.031,0.325,14.47
118511,Business,Graduate,2.59,Ideation,Advanced,3,FALSE,1,Allowed_With_Citation,4,2.669,68.29,Medium,-0.079,0.396,8.55
118512,Humanities,Senior,3.492,Summarizing_Reading,Intermediate,4,FALSE,3,Allowed_With_Citation,5,3.812,97,Low,-0.32,0.493,13.76
118513,Medical,Senior,3.296,Copywriting/Drafting,Advanced,4,FALSE,6,Strict_Ban,9,3.494,60.91,High,-0.198,0.625,18.85
118514,Medical,Senior,2.982,Summarizing_Reading,Advanced,3,TRUE,5,Actively_Encouraged,1,3.23,79.97,High,-0.248,0.692,25.45
118515,Arts,Senior,3.606,Summarizing_Reading,Beginner,2,FALSE,7,Allowed_With_Citation,6,3.838,56.22,Medium,-0.232,0.457,20.99
118516,Humanities,Freshman,3.494,Direct_Answer_Generation,Beginner,3,FALSE,1,Actively_Encouraged,1,3.639,83.02,Low,-0.145,0.007,14.87
118517,Business,Sophomore,2.705,Debugging/Troubleshooting,Beginner,2,TRUE,6,Allowed_With_Citation,6,2.977,80.03,High,-0.272,0.594,35.35
118518,Humanities,Graduate,3.698,Copywriting/Drafting,Intermediate,1,FALSE,1,Strict_Ban,7,3.71,56.07,Medium,-0.012,0.646,6.8
118519,STEM,Sophomore,2.61,Copywriting/Drafting,Intermediate,5,TRUE,5,Allowed_With_Citation,4,2.591,65.73,Low,0.019,0.205,16.11
118520,Humanities,Senior,3.745,Summarizing_Reading,Beginner,2,FALSE,4,Strict_Ban,4,3.875,75.31,Low,-0.13,0.168,19.37
118521,STEM,Junior,3.077,Debugging/Troubleshooting,Intermediate,3,FALSE,6,Strict_Ban,10,3.304,53.26,Medium,-0.227,0.866,34.89
118522,Humanities,Graduate,3.276,Direct_Answer_Generation,Beginner,1,FALSE,2,Allowed_With_Citation,5,3.571,54.34,Medium,-0.295,0.001,14.57
118523,Humanities,Junior,2.843,Copywriting/Drafting,Advanced,3,FALSE,5,Actively_Encouraged,8,3.066,61.4,Medium,-0.223,0.397,31.1
118524,Medical,Junior,2.971,Debugging/Troubleshooting,Advanced,3,FALSE,2,Allowed_With_Citation,5,3.439,100,Low,-0.468,0.268,20.49
118525,Humanities,Sophomore,3.603,Copywriting/Drafting,Advanced,4,FALSE,2,Actively_Encouraged,1,3.927,97.51,Medium,-0.324,0.262,13.59
118526,Medical,Freshman,3.65,Debugging/Troubleshooting,Advanced,3,FALSE,3,Actively_Encouraged,2,3.828,97.83,Low,-0.178,0.415,13.07
118527,STEM,Senior,3.298,Debugging/Troubleshooting,Beginner,1,TRUE,6,Actively_Encouraged,7,3.601,100,Medium,-0.303,0.528,32.53
118528,STEM,Freshman,3.682,Debugging/Troubleshooting,Beginner,3,FALSE,4,Allowed_With_Citation,5,4,86.51,Medium,-0.318,0.192,25.51
118529,Business,Senior,2.58,Ideation,Advanced,5,FALSE,3,Allowed_With_Citation,6,2.864,80.34,Low,-0.284,0.27,19.74
118530,Business,Junior,3.913,Direct_Answer_Generation,Advanced,3,TRUE,4,Actively_Encouraged,6,3.512,98.97,High,0.401,0.629,30.95
118531,STEM,Senior,2.617,Debugging/Troubleshooting,Beginner,2,FALSE,3,Allowed_With_Citation,5,2.591,62.55,Medium,0.026,0.573,14.32
118532,STEM,Freshman,2.346,Debugging/Troubleshooting,Beginner,2,TRUE,4,Allowed_With_Citation,5,2.487,93.13,Low,-0.141,0.108,15.89
118533,Humanities,Junior,3.395,Copywriting/Drafting,Advanced,4,FALSE,1,Allowed_With_Citation,4,3.588,56.87,Low,-0.193,0.592,7.6
118534,Humanities,Junior,3.619,Copywriting/Drafting,Beginner,2,TRUE,1,Actively_Encouraged,3,3.985,64.34,Medium,-0.366,0.218,17.67
118535,Business,Freshman,2.868,Direct_Answer_Generation,Advanced,3,FALSE,1,Strict_Ban,3,3.122,62.59,Low,-0.254,0.241,24.34
118536,Business,Senior,2.655,Summarizing_Reading,Intermediate,3,TRUE,5,Allowed_With_Citation,2,2.633,72.04,Medium,0.022,0.004,6.82
118537,STEM,Sophomore,3.513,Debugging/Troubleshooting,Intermediate,5,FALSE,2,Allowed_With_Citation,2,3.586,89.67,Medium,-0.073,0.415,21.52
118538,Medical,Freshman,3.527,Summarizing_Reading,Beginner,3,FALSE,2,Actively_Encouraged,1,3.764,73.4,Medium,-0.237,0.524,23.52
118539,STEM,Sophomore,3.373,Debugging/Troubleshooting,Advanced,5,TRUE,3,Allowed_With_Citation,3,4,100,Medium,-0.627,0.663,28.46
118540,Business,Freshman,3.88,Summarizing_Reading,Beginner,3,TRUE,2,Allowed_With_Citation,4,3.935,76.26,Medium,-0.055,0.007,10.54
118541,Arts,Graduate,3.775,Copywriting/Drafting,Beginner,2,FALSE,2,Strict_Ban,4,3.997,74.61,Medium,-0.222,0.347,13.15
118542,Medical,Junior,3.089,Ideation,Intermediate,4,TRUE,3,Allowed_With_Citation,6,3.429,70.94,Medium,-0.34,0.132,14.34
118543,Humanities,Freshman,3.098,Direct_Answer_Generation,Intermediate,1,FALSE,1,Allowed_With_Citation,3,3.631,68.77,High,-0.533,0.432,19.31
118544,Business,Sophomore,3.607,Direct_Answer_Generation,Beginner,2,TRUE,2,Actively_Encouraged,7,3.99,71.42,Low,-0.383,0.512,12.66
118545,Humanities,Senior,2.931,Debugging/Troubleshooting,Intermediate,1,TRUE,4,Allowed_With_Citation,7,3.341,89.93,Low,-0.41,0.281,33.54
118546,Business,Senior,2.657,Ideation,Advanced,3,FALSE,1,Allowed_With_Citation,4,2.873,74.16,Low,-0.216,0.027,11.76
118547,Humanities,Freshman,2.785,Ideation,Advanced,3,TRUE,1,Allowed_With_Citation,3,3.049,85.47,Low,-0.264,0.187,25.48
118548,Humanities,Freshman,3.489,Debugging/Troubleshooting,Advanced,3,TRUE,2,Allowed_With_Citation,7,3.804,79.38,Medium,-0.315,0.348,23.73
118549,Arts,Graduate,2.801,Copywriting/Drafting,Intermediate,1,FALSE,5,Allowed_With_Citation,5,3.419,70.1,Medium,-0.618,0.21,25.03
118550,STEM,Sophomore,2.794,Summarizing_Reading,Beginner,3,FALSE,1,Allowed_With_Citation,5,2.8,48.92,Medium,-0.006,0.405,12.14
118551,Medical,Freshman,2.942,Debugging/Troubleshooting,Intermediate,2,TRUE,4,Allowed_With_Citation,8,3.313,69.78,Low,-0.371,0.037,14.1
118552,Arts,Freshman,3.879,Summarizing_Reading,Intermediate,3,FALSE,2,Actively_Encouraged,2,3.875,77.03,Low,0.004,0.207,8.9
118553,Business,Junior,3.732,Copywriting/Drafting,Beginner,1,FALSE,7,Actively_Encouraged,4,4,72.87,Medium,-0.268,0.808,26.13
118554,Humanities,Senior,3.244,Summarizing_Reading,Intermediate,2,TRUE,3,Allowed_With_Citation,2,3.364,78.58,Medium,-0.12,0.03,18.51
118555,Humanities,Junior,2.594,Direct_Answer_Generation,Advanced,5,FALSE,1,Actively_Encouraged,2,2.836,77.64,Low,-0.242,0.266,15.22
118556,Medical,Freshman,3.108,Summarizing_Reading,Intermediate,3,TRUE,1,Allowed_With_Citation,4,3.619,86.83,Medium,-0.511,0.282,22.87
118557,STEM,Junior,3.083,Debugging/Troubleshooting,Intermediate,2,FALSE,6,Actively_Encouraged,1,3.427,53.19,High,-0.344,0.537,31.1
118558,Business,Sophomore,2.827,Ideation,Intermediate,2,TRUE,3,Allowed_With_Citation,5,3.164,78,Medium,-0.337,0.516,25.22
118559,Business,Senior,2.617,Ideation,Beginner,1,TRUE,2,Actively_Encouraged,2,2.993,81.56,Medium,-0.376,0.294,7.39
118560,Medical,Junior,2.858,Summarizing_Reading,Beginner,3,FALSE,2,Allowed_With_Citation,8,2.438,84.14,Low,0.42,0.295,5.56
118561,Arts,Graduate,2.161,Ideation,Intermediate,2,FALSE,3,Allowed_With_Citation,4,2.383,89,High,-0.222,0.416,16.36
118562,Business,Junior,2.508,Ideation,Intermediate,5,TRUE,3,Allowed_With_Citation,3,2.742,78.68,High,-0.234,0.518,27.75
118563,STEM,Junior,2.889,Copywriting/Drafting,Intermediate,1,TRUE,4,Allowed_With_Citation,4,2.927,42.87,Medium,-0.038,0.105,16.26
118564,Humanities,Junior,2.802,Debugging/Troubleshooting,Intermediate,3,FALSE,1,Allowed_With_Citation,2,3.148,77.29,Medium,-0.346,0.089,18.63
118565,STEM,Sophomore,2.652,Summarizing_Reading,Beginner,2,FALSE,4,Strict_Ban,7,2.857,71.83,Low,-0.205,0.16,18.67
118566,Medical,Junior,3.207,Direct_Answer_Generation,Advanced,5,FALSE,5,Strict_Ban,5,3.49,69.05,High,-0.283,0.163,24.57
118567,Business,Sophomore,3.518,Copywriting/Drafting,Beginner,1,TRUE,1,Actively_Encouraged,8,3.516,61.73,High,0.002,0.094,5.33
118568,Arts,Senior,3.161,Copywriting/Drafting,Beginner,2,FALSE,1,Strict_Ban,2,3.221,57.39,High,-0.06,0.114,5.7
118569,Business,Sophomore,3.405,Ideation,Intermediate,3,FALSE,5,Actively_Encouraged,4,3.662,66.77,Medium,-0.257,0.644,45.98
118570,Business,Sophomore,3.45,Ideation,Beginner,1,FALSE,2,Actively_Encouraged,1,3.486,84.17,Medium,-0.036,0.378,20.06
118571,STEM,Junior,3.618,Direct_Answer_Generation,Beginner,2,TRUE,4,Allowed_With_Citation,4,3.812,72.52,Low,-0.194,0.169,14.02
118572,Humanities,Junior,3.123,Debugging/Troubleshooting,Intermediate,3,TRUE,4,Actively_Encouraged,2,3.021,66.43,Low,0.102,0.297,15.52
118573,STEM,Senior,2.743,Copywriting/Drafting,Beginner,1,FALSE,3,Allowed_With_Citation,5,3.068,61.55,High,-0.325,0.539,22.75
118574,Business,Senior,3.473,Ideation,Advanced,5,FALSE,2,Actively_Encouraged,1,3.827,92,Low,-0.354,0.431,5.61
118575,STEM,Sophomore,3.351,Debugging/Troubleshooting,Beginner,2,TRUE,6,Strict_Ban,9,3.69,56.31,Medium,-0.339,0.511,29.42
118576,Business,Graduate,3.227,Copywriting/Drafting,Beginner,3,FALSE,1,Strict_Ban,4,3.629,99.21,Medium,-0.402,0.206,21.89
118577,Business,Freshman,3.102,Ideation,Advanced,3,TRUE,3,Allowed_With_Citation,1,3.106,85.62,Low,-0.004,0.795,4.87
118578,Humanities,Freshman,2.9,Copywriting/Drafting,Beginner,2,FALSE,2,Allowed_With_Citation,1,3.094,68.28,Low,-0.194,0.291,16.2
118579,STEM,Freshman,3.639,Debugging/Troubleshooting,Intermediate,3,TRUE,2,Actively_Encouraged,5,3.815,88.69,Medium,-0.176,0.561,23.62
118580,Humanities,Senior,2.936,Copywriting/Drafting,Beginner,2,FALSE,1,Actively_Encouraged,4,2.713,55.45,Low,0.223,0.152,9.38
118581,Humanities,Sophomore,2.468,Debugging/Troubleshooting,Advanced,4,FALSE,3,Actively_Encouraged,5,2.895,81.55,Medium,-0.427,0.333,24.66
118582,Business,Freshman,3.715,Summarizing_Reading,Intermediate,3,TRUE,4,Allowed_With_Citation,5,3.983,76.28,Medium,-0.268,0.559,27.02
118583,STEM,Junior,2.539,Direct_Answer_Generation,Beginner,2,FALSE,7,Allowed_With_Citation,2,2.493,48.28,High,0.046,0.926,19.63
118584,Arts,Junior,2.429,Summarizing_Reading,Intermediate,2,FALSE,1,Allowed_With_Citation,2,2.607,57.05,Low,-0.178,0.469,21.68
118585,Arts,Junior,1.915,Copywriting/Drafting,Beginner,3,TRUE,1,Actively_Encouraged,1,2.117,56.17,Medium,-0.202,0.119,11.53
118586,STEM,Junior,3.668,Debugging/Troubleshooting,Advanced,4,FALSE,1,Allowed_With_Citation,4,4,98.16,Low,-0.332,0.208,17.14
118587,Business,Graduate,3.309,Ideation,Beginner,2,FALSE,2,Actively_Encouraged,5,3.645,77.17,High,-0.336,0.492,16.93
118588,Business,Graduate,3.23,Ideation,Advanced,4,FALSE,3,Allowed_With_Citation,7,3.684,75.01,Low,-0.454,0.065,11.33
118589,Business,Sophomore,3.202,Debugging/Troubleshooting,Intermediate,2,TRUE,4,Allowed_With_Citation,5,3.6,81.87,Low,-0.398,0.517,22.02
118590,STEM,Senior,3.209,Debugging/Troubleshooting,Intermediate,5,TRUE,2,Allowed_With_Citation,2,3.493,82.32,Low,-0.284,0.578,16.45
118591,STEM,Junior,3.532,Direct_Answer_Generation,Advanced,5,FALSE,4,Allowed_With_Citation,1,3.859,94.41,Medium,-0.327,0.354,27.63
118592,STEM,Freshman,3.297,Debugging/Troubleshooting,Beginner,1,TRUE,6,Allowed_With_Citation,4,3.612,56.85,High,-0.315,0.741,42.62
118593,Humanities,Freshman,3.401,Copywriting/Drafting,Beginner,2,FALSE,1,Allowed_With_Citation,3,3.373,56.67,Low,0.028,0.109,12.37
118594,Arts,Senior,3,Direct_Answer_Generation,Intermediate,2,FALSE,1,Allowed_With_Citation,4,3.396,69.11,Medium,-0.396,0.175,26.81
118595,Business,Junior,3.814,Ideation,Intermediate,3,FALSE,5,Allowed_With_Citation,4,4,80.76,Low,-0.186,0.431,24.78
118596,Medical,Junior,3.738,Summarizing_Reading,Beginner,2,FALSE,2,Allowed_With_Citation,1,4,94.23,Medium,-0.262,0.11,14.03
118597,STEM,Sophomore,3.545,Direct_Answer_Generation,Intermediate,3,FALSE,5,Allowed_With_Citation,4,3.383,67.56,Medium,0.162,0.528,30.11
118598,STEM,Graduate,3.744,Debugging/Troubleshooting,Beginner,2,FALSE,1,Allowed_With_Citation,3,3.864,93.33,Medium,-0.12,0.225,21.12
118599,Business,Senior,3.458,Debugging/Troubleshooting,Intermediate,1,FALSE,3,Allowed_With_Citation,2,3.61,78.16,Medium,-0.152,0.112,5.55
118600,STEM,Graduate,3.585,Copywriting/Drafting,Intermediate,1,FALSE,1,Allowed_With_Citation,5,3.697,92.04,Medium,-0.112,0.676,14.68
118601,Humanities,Freshman,2.346,Ideation,Beginner,1,TRUE,2,Allowed_With_Citation,1,2.703,81.16,Medium,-0.357,0.089,15.61
118602,Business,Junior,3.595,Debugging/Troubleshooting,Intermediate,4,FALSE,3,Allowed_With_Citation,4,4,79.98,Low,-0.405,0.389,14.41
118603,STEM,Junior,2.974,Ideation,Beginner,2,TRUE,7,Allowed_With_Citation,5,3.416,77.45,Medium,-0.442,0.764,30.51
118604,Business,Freshman,2.415,Copywriting/Drafting,Beginner,3,FALSE,4,Actively_Encouraged,4,2.199,84.26,Medium,0.216,0.117,8.26
118605,Humanities,Sophomore,3.437,Copywriting/Drafting,Intermediate,2,TRUE,6,Strict_Ban,4,3.665,61.67,Medium,-0.228,0.272,21.23
118606,Business,Freshman,3.689,Direct_Answer_Generation,Beginner,1,TRUE,2,Strict_Ban,2,3.734,70.5,Medium,-0.045,0.057,10.23
118607,Arts,Graduate,3.898,Ideation,Advanced,3,TRUE,1,Allowed_With_Citation,3,4,81.51,Medium,-0.102,0.406,24.17
118608,STEM,Junior,2.791,Ideation,Intermediate,4,TRUE,3,Allowed_With_Citation,3,3.022,70.29,High,-0.231,0.23,15.74
118609,Medical,Sophomore,2.949,Summarizing_Reading,Advanced,5,FALSE,4,Allowed_With_Citation,2,3.155,44.92,Low,-0.206,0.161,10.18
118610,Business,Senior,3.561,Ideation,Advanced,3,TRUE,2,Allowed_With_Citation,2,3.905,94.9,Low,-0.344,0.147,14.19
118611,Medical,Senior,3.372,Copywriting/Drafting,Intermediate,3,TRUE,3,Actively_Encouraged,3,3.441,83.18,Low,-0.069,0.628,7.16
118612,STEM,Sophomore,2.887,Debugging/Troubleshooting,Intermediate,1,TRUE,3,Actively_Encouraged,2,3.144,97.08,Low,-0.257,0.145,22.95
118613,Business,Graduate,3.646,Ideation,Advanced,5,TRUE,3,Allowed_With_Citation,6,3.712,95.88,High,-0.066,0.361,4.54
118614,Humanities,Senior,3.328,Copywriting/Drafting,Beginner,3,FALSE,5,Actively_Encouraged,5,3.599,76.61,Low,-0.271,0.482,21.24
118615,Arts,Sophomore,3.783,Ideation,Beginner,3,FALSE,5,Actively_Encouraged,3,3.985,60.48,Low,-0.202,0.95,19.89
118616,Business,Senior,3.563,Ideation,Intermediate,2,FALSE,4,Actively_Encouraged,7,3.908,77.31,Medium,-0.345,0.519,18.81
118617,Humanities,Senior,2.168,Debugging/Troubleshooting,Intermediate,4,FALSE,2,Allowed_With_Citation,4,2.132,58.74,Medium,0.036,0.224,14.03
118618,Medical,Freshman,3.621,Summarizing_Reading,Intermediate,3,FALSE,3,Actively_Encouraged,3,3.638,100,Low,-0.017,0.046,14.22
118619,Humanities,Graduate,3.347,Debugging/Troubleshooting,Advanced,3,FALSE,2,Allowed_With_Citation,4,3.836,100,High,-0.489,0.172,24.96
118620,STEM,Senior,2.288,Debugging/Troubleshooting,Advanced,3,TRUE,6,Actively_Encouraged,10,2.798,96.12,High,-0.51,0.904,39.92
118621,Business,Senior,3.71,Direct_Answer_Generation,Beginner,1,TRUE,4,Allowed_With_Citation,5,3.811,59.1,Medium,-0.101,0.633,27.57
118622,Business,Sophomore,3.089,Ideation,Advanced,3,TRUE,3,Allowed_With_Citation,1,3.795,77.06,Low,-0.706,0.427,18.49
118623,Humanities,Freshman,3.336,Copywriting/Drafting,Advanced,3,TRUE,5,Allowed_With_Citation,2,3.44,74.22,Medium,-0.104,0.344,16.77
118624,Humanities,Freshman,2.956,Direct_Answer_Generation,Advanced,4,TRUE,4,Allowed_With_Citation,1,3.129,85.6,Low,-0.173,0.081,13.05
118625,Medical,Freshman,2.357,Summarizing_Reading,Intermediate,4,TRUE,5,Allowed_With_Citation,1,2.936,84.28,Low,-0.579,0.221,22.75
118626,Business,Graduate,3.272,Ideation,Advanced,3,FALSE,3,Allowed_With_Citation,3,3.643,80.93,High,-0.371,0.244,12.2
118627,STEM,Graduate,3.478,Debugging/Troubleshooting,Intermediate,3,FALSE,3,Allowed_With_Citation,3,3.807,84.36,Low,-0.329,0.237,18.7
118628,STEM,Freshman,3.154,Debugging/Troubleshooting,Advanced,4,FALSE,4,Strict_Ban,5,3.433,79.45,Low,-0.279,0.088,19.07
118629,Medical,Senior,2.287,Summarizing_Reading,Beginner,2,FALSE,2,Actively_Encouraged,5,2.428,60.45,Low,-0.141,0.012,11.89
118630,Business,Sophomore,2.702,Ideation,Intermediate,2,FALSE,4,Allowed_With_Citation,6,2.667,72.82,High,0.035,0.56,27.39
118631,Medical,Freshman,2.795,Summarizing_Reading,Intermediate,3,FALSE,3,Allowed_With_Citation,1,3.279,81.69,Low,-0.484,0.155,23.59
118632,Humanities,Sophomore,3.255,Summarizing_Reading,Beginner,3,FALSE,1,Actively_Encouraged,2,3.463,67.31,Low,-0.208,0.241,17.25
118633,Business,Junior,3.034,Debugging/Troubleshooting,Advanced,3,TRUE,2,Actively_Encouraged,5,3.517,97.78,Medium,-0.483,0.926,13.6
118634,Business,Freshman,2.856,Ideation,Beginner,1,FALSE,7,Actively_Encouraged,5,2.963,64.17,High,-0.107,0.616,33.49
118635,STEM,Sophomore,2.698,Debugging/Troubleshooting,Intermediate,2,FALSE,5,Actively_Encouraged,5,2.812,47.04,High,-0.114,0.823,21.32
118636,Business,Senior,3.616,Ideation,Beginner,2,TRUE,4,Strict_Ban,8,3.611,76.57,High,0.005,0.622,35.18
118637,Business,Sophomore,3.844,Ideation,Advanced,3,FALSE,2,Actively_Encouraged,4,4,90.16,Low,-0.156,0.233,25.51
118638,Humanities,Junior,3.393,Debugging/Troubleshooting,Beginner,1,FALSE,3,Allowed_With_Citation,3,3.507,53.2,Medium,-0.114,0.066,9.46
118639,Arts,Graduate,3.181,Copywriting/Drafting,Beginner,1,TRUE,5,Allowed_With_Citation,8,3.354,85.28,Medium,-0.173,0.598,25.05
118640,Arts,Freshman,2.505,Summarizing_Reading,Advanced,5,FALSE,6,Actively_Encouraged,1,2.454,56.73,High,0.051,0.299,9.63
118641,Arts,Senior,3.366,Copywriting/Drafting,Intermediate,1,TRUE,3,Allowed_With_Citation,1,3.723,84.72,High,-0.357,0.554,40.13
